Class Name,File Path
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0008_face_4.jpg
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0005_face_2.jpg
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0005_face_1.jpg
Alison_Lohman,/Users/taufiq/workspace/infran-spark/data_inference/Alison_Lohman/Alison_Lohman_0002_face_1.jpg
Alison_Lohman,/Users/taufiq/workspace/infran-spark/data_inference/Alison_Lohman/Alison_Lohman_0002_face_2.jpg
Ally_Sheedy,/Users/taufiq/workspace/infran-spark/data_inference/Ally_Sheedy/Ally_Sheedy_0001_face_1.jpg
Ally_Sheedy,/Users/taufiq/workspace/infran-spark/data_inference/Ally_Sheedy/Ally_Sheedy_0001_face_2.jpg
Alvaro_Noboa,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Noboa/Alvaro_Noboa_0003_face_1.jpg
Alvaro_Noboa,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Noboa/Alvaro_Noboa_0003_face_2.jpg
Alvaro_Noboa,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Noboa/Alvaro_Noboa_0002_face_1.jpg
Alvaro_Noboa,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Noboa/Alvaro_Noboa_0002_face_2.jpg
Alvaro_Silva_Calderon,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0002_face_1.jpg
Alvaro_Silva_Calderon,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0002_face_3.jpg
Alvaro_Silva_Calderon,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0002_face_2.jpg
Alvaro_Silva_Calderon,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0001_face_1.jpg
Alvaro_Silva_Calderon,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0001_face_2.jpg
Alvaro_Silva_Calderon,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0001_face_3.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0012_face_2.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0012_face_1.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0015_face_1.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0015_face_2.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0033_face_2.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0033_face_1.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0010_face_2.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0010_face_1.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0035_face_1.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0035_face_2.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0007_face_2.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0007_face_1.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0016_face_1.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0016_face_2.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0008_face_1.jpg
Alvaro_Uribe,/Users/taufiq/workspace/infran-spark/data_inference/Alvaro_Uribe/Alvaro_Uribe_0008_face_2.jpg
Amanda_Beard,/Users/taufiq/workspace/infran-spark/data_inference/Amanda_Beard/Amanda_Beard_0002_face_1.jpg
Amanda_Beard,/Users/taufiq/workspace/infran-spark/data_inference/Amanda_Beard/Amanda_Beard_0002_face_2.jpg
Amanda_Bynes,/Users/taufiq/workspace/infran-spark/data_inference/Amanda_Bynes/Amanda_Bynes_0002_face_1.jpg
Amanda_Bynes,/Users/taufiq/workspace/infran-spark/data_inference/Amanda_Bynes/Amanda_Bynes_0002_face_2.jpg
Amanda_Marsh,/Users/taufiq/workspace/infran-spark/data_inference/Amanda_Marsh/Amanda_Marsh_0001_face_2.jpg
Amanda_Marsh,/Users/taufiq/workspace/infran-spark/data_inference/Amanda_Marsh/Amanda_Marsh_0001_face_1.jpg
Amelie_Mauresmo,/Users/taufiq/workspace/infran-spark/data_inference/Amelie_Mauresmo/Amelie_Mauresmo_0005_face_3.jpg
Amelie_Mauresmo,/Users/taufiq/workspace/infran-spark/data_inference/Amelie_Mauresmo/Amelie_Mauresmo_0005_face_2.jpg
Amelie_Mauresmo,/Users/taufiq/workspace/infran-spark/data_inference/Amelie_Mauresmo/Amelie_Mauresmo_0005_face_1.jpg
Amelie_Mauresmo,/Users/taufiq/workspace/infran-spark/data_inference/Amelie_Mauresmo/Amelie_Mauresmo_0015_face_1.jpg
Amelie_Mauresmo,/Users/taufiq/workspace/infran-spark/data_inference/Amelie_Mauresmo/Amelie_Mauresmo_0015_face_2.jpg
Amer_al-Saadi,/Users/taufiq/workspace/infran-spark/data_inference/Amer_al-Saadi/Amer_al-Saadi_0002_face_2.jpg
Amer_al-Saadi,/Users/taufiq/workspace/infran-spark/data_inference/Amer_al-Saadi/Amer_al-Saadi_0002_face_1.jpg
Amer_al-Saadi,/Users/taufiq/workspace/infran-spark/data_inference/Amer_al-Saadi/Amer_al-Saadi_0004_face_1.jpg
Amer_al-Saadi,/Users/taufiq/workspace/infran-spark/data_inference/Amer_al-Saadi/Amer_al-Saadi_0004_face_2.jpg
Amram_Mitzna,/Users/taufiq/workspace/infran-spark/data_inference/Amram_Mitzna/Amram_Mitzna_0002_face_1.jpg
Amram_Mitzna,/Users/taufiq/workspace/infran-spark/data_inference/Amram_Mitzna/Amram_Mitzna_0002_face_3.jpg
Amram_Mitzna,/Users/taufiq/workspace/infran-spark/data_inference/Amram_Mitzna/Amram_Mitzna_0002_face_2.jpg
Amy_Brenneman,/Users/taufiq/workspace/infran-spark/data_inference/Amy_Brenneman/Amy_Brenneman_0001_face_2.jpg
Amy_Brenneman,/Users/taufiq/workspace/infran-spark/data_inference/Amy_Brenneman/Amy_Brenneman_0001_face_1.jpg
Amy_Redford,/Users/taufiq/workspace/infran-spark/data_inference/Amy_Redford/Amy_Redford_0001_face_1.jpg
Amy_Redford,/Users/taufiq/workspace/infran-spark/data_inference/Amy_Redford/Amy_Redford_0001_face_2.jpg
Ana_Guevara,/Users/taufiq/workspace/infran-spark/data_inference/Ana_Guevara/Ana_Guevara_0007_face_2.jpg
Ana_Guevara,/Users/taufiq/workspace/infran-spark/data_inference/Ana_Guevara/Ana_Guevara_0007_face_1.jpg
Ana_Palacio,/Users/taufiq/workspace/infran-spark/data_inference/Ana_Palacio/Ana_Palacio_0002_face_2.jpg
Ana_Palacio,/Users/taufiq/workspace/infran-spark/data_inference/Ana_Palacio/Ana_Palacio_0002_face_3.jpg
Ana_Palacio,/Users/taufiq/workspace/infran-spark/data_inference/Ana_Palacio/Ana_Palacio_0002_face_1.jpg
Ana_Palacio,/Users/taufiq/workspace/infran-spark/data_inference/Ana_Palacio/Ana_Palacio_0007_face_1.jpg
Ana_Palacio,/Users/taufiq/workspace/infran-spark/data_inference/Ana_Palacio/Ana_Palacio_0007_face_2.jpg
Anders_Ebbeson,/Users/taufiq/workspace/infran-spark/data_inference/Anders_Ebbeson/Anders_Ebbeson_0003_face_1.jpg
Anders_Ebbeson,/Users/taufiq/workspace/infran-spark/data_inference/Anders_Ebbeson/Anders_Ebbeson_0003_face_2.jpg
Anders_Fogh_Rasmussen,/Users/taufiq/workspace/infran-spark/data_inference/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002_face_1.jpg
Anders_Fogh_Rasmussen,/Users/taufiq/workspace/infran-spark/data_inference/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002_face_2.jpg
Andre_Agassi,/Users/taufiq/workspace/infran-spark/data_inference/Andre_Agassi/Andre_Agassi_0024_face_1.jpg
Andre_Agassi,/Users/taufiq/workspace/infran-spark/data_inference/Andre_Agassi/Andre_Agassi_0024_face_2.jpg
Andrea_De_Cruz,/Users/taufiq/workspace/infran-spark/data_inference/Andrea_De_Cruz/Andrea_De_Cruz_0001_face_1.jpg
Andrea_De_Cruz,/Users/taufiq/workspace/infran-spark/data_inference/Andrea_De_Cruz/Andrea_De_Cruz_0001_face_2.jpg
Andrew_Bunner,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Bunner/Andrew_Bunner_0001_face_1.jpg
Andrew_Bunner,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Bunner/Andrew_Bunner_0001_face_2.jpg
Andrew_Niccol,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Niccol/Andrew_Niccol_0001_face_1.jpg
Andrew_Niccol,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Niccol/Andrew_Niccol_0001_face_2.jpg
Andrew_Shutley,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Shutley/Andrew_Shutley_0001_face_1.jpg
Andrew_Shutley,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Shutley/Andrew_Shutley_0001_face_2.jpg
Andrew_Weissmann,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Weissmann/Andrew_Weissmann_0003_face_1.jpg
Andrew_Weissmann,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Weissmann/Andrew_Weissmann_0003_face_2.jpg
Andrew_Weissmann,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Weissmann/Andrew_Weissmann_0001_face_1.jpg
Andrew_Weissmann,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Weissmann/Andrew_Weissmann_0001_face_3.jpg
Andrew_Weissmann,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Weissmann/Andrew_Weissmann_0001_face_2.jpg
Andrew_Weissmann,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Weissmann/Andrew_Weissmann_0002_face_1.jpg
Andrew_Weissmann,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Weissmann/Andrew_Weissmann_0002_face_2.jpg
Andrew_Weissmann,/Users/taufiq/workspace/infran-spark/data_inference/Andrew_Weissmann/Andrew_Weissmann_0002_face_3.jpg
Andy_Bryant,/Users/taufiq/workspace/infran-spark/data_inference/Andy_Bryant/Andy_Bryant_0001_face_1.jpg
Andy_Bryant,/Users/taufiq/workspace/infran-spark/data_inference/Andy_Bryant/Andy_Bryant_0001_face_2.jpg
Andy_Garcia,/Users/taufiq/workspace/infran-spark/data_inference/Andy_Garcia/Andy_Garcia_0001_face_1.jpg
Andy_Garcia,/Users/taufiq/workspace/infran-spark/data_inference/Andy_Garcia/Andy_Garcia_0001_face_2.jpg
Andy_Griffith,/Users/taufiq/workspace/infran-spark/data_inference/Andy_Griffith/Andy_Griffith_0001_face_1.jpg
Andy_Griffith,/Users/taufiq/workspace/infran-spark/data_inference/Andy_Griffith/Andy_Griffith_0001_face_2.jpg
Angela_Bassett,/Users/taufiq/workspace/infran-spark/data_inference/Angela_Bassett/Angela_Bassett_0003_face_2.jpg
Angela_Bassett,/Users/taufiq/workspace/infran-spark/data_inference/Angela_Bassett/Angela_Bassett_0003_face_1.jpg
Angelina_Jolie,/Users/taufiq/workspace/infran-spark/data_inference/Angelina_Jolie/Angelina_Jolie_0002_face_2.jpg
Angelina_Jolie,/Users/taufiq/workspace/infran-spark/data_inference/Angelina_Jolie/Angelina_Jolie_0002_face_1.jpg
Angelina_Jolie,/Users/taufiq/workspace/infran-spark/data_inference/Angelina_Jolie/Angelina_Jolie_0003_face_2.jpg
Angelina_Jolie,/Users/taufiq/workspace/infran-spark/data_inference/Angelina_Jolie/Angelina_Jolie_0003_face_1.jpg
Angelina_Jolie,/Users/taufiq/workspace/infran-spark/data_inference/Angelina_Jolie/Angelina_Jolie_0004_face_1.jpg
Angelina_Jolie,/Users/taufiq/workspace/infran-spark/data_inference/Angelina_Jolie/Angelina_Jolie_0004_face_2.jpg
Angie_Martinez,/Users/taufiq/workspace/infran-spark/data_inference/Angie_Martinez/Angie_Martinez_0001_face_1.jpg
Angie_Martinez,/Users/taufiq/workspace/infran-spark/data_inference/Angie_Martinez/Angie_Martinez_0001_face_2.jpg
Anibal_Ibarra,/Users/taufiq/workspace/infran-spark/data_inference/Anibal_Ibarra/Anibal_Ibarra_0002_face_2.jpg
Anibal_Ibarra,/Users/taufiq/workspace/infran-spark/data_inference/Anibal_Ibarra/Anibal_Ibarra_0002_face_1.jpg
Ann_Veneman,/Users/taufiq/workspace/infran-spark/data_inference/Ann_Veneman/Ann_Veneman_0008_face_1.jpg
Ann_Veneman,/Users/taufiq/workspace/infran-spark/data_inference/Ann_Veneman/Ann_Veneman_0008_face_2.jpg
Anna_Jones,/Users/taufiq/workspace/infran-spark/data_inference/Anna_Jones/Anna_Jones_0001_face_2.jpg
Anna_Jones,/Users/taufiq/workspace/infran-spark/data_inference/Anna_Jones/Anna_Jones_0001_face_1.jpg
Anne_ONeil,/Users/taufiq/workspace/infran-spark/data_inference/Anne_ONeil/Anne_ONeil_0001_face_1.jpg
Anne_ONeil,/Users/taufiq/workspace/infran-spark/data_inference/Anne_ONeil/Anne_ONeil_0001_face_2.jpg
Antanas_Valionis,/Users/taufiq/workspace/infran-spark/data_inference/Antanas_Valionis/Antanas_Valionis_0001_face_2.jpg
